drugname1	drugname2	cell_line	synergy	fold	drug1_fold	drug2_fold	cell_fold
MITOMYCINE	DINACICLIB	CAOV3	2.9375	9	9	9	4
MITOMYCINE	GELDANAMYCIN	CAOV3	2.625	7	9	3	4
MITOMYCINE	MK-5108	CAOV3	-0.1525	9	9	3	4
MITOMYCINE	MK-8776	CAOV3	-1.3287500000000003	2	9	5	4
MK-2206	DASATINIB	CAOV3	-0.9149999999999998	6	0	7	4
MK-2206	ERLOTINIB	CAOV3	-0.3087500000000001	8	0	1	4
MK-2206	OXALIPLATIN	CAOV3	-3.2300000000000004	8	0	7	4
MK-4541	AZD1775	CAOV3	3.5250000000000004	7	1	2	4
MK-4541	CARBOPLATIN	CAOV3	0.16	0	1	5	4
MK-4541	DASATINIB	CAOV3	3.01	7	1	7	4
MK-4541	DINACICLIB	CAOV3	3.18	0	1	9	4
MK-4541	DOXORUBICIN	CAOV3	1.1625	8	1	0	4
MK-4541	GELDANAMYCIN	CAOV3	2.7775	8	1	3	4
MK-4541	GEMCITABINE	CAOV3	-0.5325	2	1	4	4
MK-4541	L778123	CAOV3	2.34	4	1	5	4
MK-4541	METFORMIN	CAOV3	0.1949999999999998	2	1	7	4
MK-4541	MK-5108	CAOV3	1.5575000000000003	5	1	3	4
MK-4541	MK-8776	CAOV3	3.0325	6	1	5	4
MK-4541	OXALIPLATIN	CAOV3	2.6825	1	1	7	4
MK-4541	VINBLASTINE	CAOV3	-0.6000000000000001	2	1	5	4
MK-4541	VINORELBINE	CAOV3	0.3875	3	1	6	4
MK-4827	BORTEZOMIB	CAOV3	3.2125	7	2	4	4
MK-4827	DINACICLIB	CAOV3	0.2875	3	2	9	4
MK-4827	ERLOTINIB	CAOV3	-1.9	5	2	1	4
MK-4827	MK-2206	CAOV3	-0.6675000000000002	7	2	0	4
MK-4827	MK-8776	CAOV3	1.58875	0	2	5	4
MK-4827	OXALIPLATIN	CAOV3	-2.4225	6	2	7	4
MK-4827	PD325901	CAOV3	-0.8424999999999999	1	2	9	4
MK-4827	SORAFENIB	CAOV3	1.6975	5	2	1	4
MK-5108	DASATINIB	CAOV3	0.2574999999999999	6	3	7	4
MK-5108	DINACICLIB	CAOV3	1.1075	3	3	9	4
MK-5108	ERLOTINIB	CAOV3	1.5725	8	3	1	4
MK-5108	GELDANAMYCIN	CAOV3	0.0424999999999999	6	3	3	4
MK-5108	MK-4827	CAOV3	-0.0424999999999999	5	3	2	4
MK-5108	MK-8776	CAOV3	-2.43	3	3	5	4
MK-5108	OXALIPLATIN	CAOV3	0.475	4	3	7	4
MK-5108	PD325901	CAOV3	3.445	0	3	9	4
MK-5108	SN-38	CAOV3	2.7325	4	3	0	4
MK-8669	DINACICLIB	CAOV3	1.94	0	4	9	4
MK-8669	GELDANAMYCIN	CAOV3	-0.365	8	4	3	4
MK-8669	SN-38	CAOV3	1.6925	4	4	0	4
MRK-003	CARBOPLATIN	CAOV3	-1.1700000000000002	5	6	5	4
MRK-003	DASATINIB	CAOV3	2.8925	8	6	7	4
MRK-003	DOXORUBICIN	CAOV3	2.96	5	6	0	4
MRK-003	GEMCITABINE	CAOV3	-0.33	4	6	4	4
MRK-003	OXALIPLATIN	CAOV3	-2.8275	9	6	7	4
MRK-003	VINORELBINE	CAOV3	2.125	2	6	6	4
OXALIPLATIN	DINACICLIB	CAOV3	0.9475	0	7	9	4
PACLITAXEL	ABT-888	CAOV3	1.62	1	8	1	4
PACLITAXEL	AZD1775	CAOV3	1.8200000000000005	8	8	2	4
PACLITAXEL	BORTEZOMIB	CAOV3	1.67	4	8	4	4
PACLITAXEL	DASATINIB	CAOV3	-0.8724999999999999	3	8	7	4
PACLITAXEL	DINACICLIB	CAOV3	-1.6549999999999998	2	8	9	4
PACLITAXEL	ERLOTINIB	CAOV3	0.5575000000000001	1	8	1	4
PACLITAXEL	GELDANAMYCIN	CAOV3	-2.39	2	8	3	4
PACLITAXEL	MK-4827	CAOV3	-2.7750000000000004	1	8	2	4
PACLITAXEL	MK-8776	CAOV3	-2.2325	0	8	5	4
PACLITAXEL	PD325901	CAOV3	-0.6875	7	8	9	4
PACLITAXEL	SORAFENIB	CAOV3	0.3400000000000001	0	8	1	4
PACLITAXEL	SUNITINIB	CAOV3	-0.62	8	8	2	4
PD325901	BORTEZOMIB	CAOV3	2.335	1	9	4	4
PD325901	DASATINIB	CAOV3	-0.9200000000000002	5	9	7	4
PD325901	DINACICLIB	CAOV3	2.675	7	9	9	4
PD325901	MK-8669	CAOV3	3.6075	5	9	4	4
PD325901	MK-8776	CAOV3	1.73	9	9	5	4
PD325901	OXALIPLATIN	CAOV3	-1.215	1	9	7	4
SN-38	DINACICLIB	CAOV3	2.5725	7	0	9	4
SN-38	MK-8776	CAOV3	2.31	4	0	5	4
SUNITINIB	AZD1775	CAOV3	0.8024999999999999	6	2	2	4
SUNITINIB	DASATINIB	CAOV3	-2.76	4	2	7	4
SUNITINIB	ERLOTINIB	CAOV3	-0.615	9	2	1	4
SUNITINIB	MK-2206	CAOV3	1.83625	8	2	0	4
SUNITINIB	MK-8669	CAOV3	3.145	0	2	4	4
SUNITINIB	OXALIPLATIN	CAOV3	-1.8375	8	2	7	4
SUNITINIB	PD325901	CAOV3	1.345	2	2	9	4
SUNITINIB	SORAFENIB	CAOV3	3.66	4	2	1	4
SUNITINIB	TOPOTECAN	CAOV3	3.49	0	2	4	4
TEMOZOLOMIDE	DASATINIB	CAOV3	-1.475	2	3	7	4
TEMOZOLOMIDE	MK-8669	CAOV3	1.045	0	3	4	4
TEMOZOLOMIDE	MK-8776	CAOV3	3.302500000000001	2	3	5	4
TOPOTECAN	BEZ-235	CAOV3	1.09	2	4	3	4
TOPOTECAN	DINACICLIB	CAOV3	1.72	0	4	9	4
TOPOTECAN	MK-8776	CAOV3	3.4225	5	4	5	4
VINBLASTINE	AZD1775	CAOV3	-1.985	9	5	2	4
VINBLASTINE	BORTEZOMIB	CAOV3	3.3200000000000003	5	5	4	4
VINBLASTINE	GELDANAMYCIN	CAOV3	-0.4675	3	5	3	4
VINBLASTINE	L778123	CAOV3	-0.5975	3	5	5	4
VINBLASTINE	LAPATINIB	CAOV3	2.3675	8	5	6	4
VINBLASTINE	MK-2206	CAOV3	0.3475	8	5	0	4
VINBLASTINE	MK-8776	CAOV3	-3.3175000000000003	9	5	5	4
VINBLASTINE	PD325901	CAOV3	-1.3175	8	5	9	4
VINBLASTINE	SUNITINIB	CAOV3	0.8200000000000001	2	5	2	4
VINORELBINE	ABT-888	CAOV3	0.5175	1	6	1	4
VINORELBINE	AZD1775	CAOV3	-2.8149999999999995	5	6	2	4
VINORELBINE	BORTEZOMIB	CAOV3	0.635	6	6	4	4
VINORELBINE	DINACICLIB	CAOV3	-0.7199999999999999	6	6	9	4
VINORELBINE	ERLOTINIB	CAOV3	-1.2374999999999998	9	6	1	4
VINORELBINE	GELDANAMYCIN	CAOV3	-0.285	5	6	3	4
VINORELBINE	LAPATINIB	CAOV3	1.3724999999999998	8	6	6	4
VINORELBINE	MK-2206	CAOV3	-0.2975	5	6	0	4
VINORELBINE	MK-5108	CAOV3	2.7675	3	6	3	4
VINORELBINE	PD325901	CAOV3	-2.6125	0	6	9	4
VINORELBINE	SORAFENIB	CAOV3	-0.4775	6	6	1	4
VINORELBINE	SUNITINIB	CAOV3	-2.27	0	6	2	4
VINORELBINE	TEMOZOLOMIDE	CAOV3	2.6175	5	6	3	4
ZOLINZA	AZD1775	CAOV3	-0.8000000000000002	9	7	2	4
ZOLINZA	DASATINIB	CAOV3	-1.41	9	7	7	4
ZOLINZA	DINACICLIB	CAOV3	-1.465	2	7	9	4
ZOLINZA	GELDANAMYCIN	CAOV3	0.49	4	7	3	4
ZOLINZA	MK-5108	CAOV3	0.6975	5	7	3	4
ZOLINZA	MK-8776	CAOV3	-0.8674999999999999	5	7	5	4
ZOLINZA	OXALIPLATIN	CAOV3	1.0674999999999997	7	7	7	4
ZOLINZA	PD325901	CAOV3	-2.0925	9	7	9	4
ZOLINZA	SN-38	CAOV3	0.855	2	7	0	4
ZOLINZA	SUNITINIB	CAOV3	-0.7975000000000001	9	7	2	4
ZOLINZA	TOPOTECAN	CAOV3	-0.415	1	7	4	4
5-FU	L778123	CAOV3	-8.83	9	0	5	4
AZD1775	DASATINIB	CAOV3	-4.163749999999999	3	2	7	4
AZD1775	DINACICLIB	CAOV3	-4.685	6	2	9	4
AZD1775	MK-8776	CAOV3	-4.34625	3	2	5	4
CARBOPLATIN	L778123	CAOV3	-10.465	9	5	5	4
CARBOPLATIN	PD325901	CAOV3	-3.5925	9	5	9	4
CARBOPLATIN	SORAFENIB	CAOV3	-11.2525	8	5	1	4
CARBOPLATIN	TEMOZOLOMIDE	CAOV3	-3.38	7	5	3	4
DASATINIB	GELDANAMYCIN	CAOV3	-7.0175	7	7	3	4
DASATINIB	MK-8776	CAOV3	-7.27125	4	7	5	4
DASATINIB	OXALIPLATIN	CAOV3	-4.065	5	7	7	4
DEXAMETHASONE	MK-4827	CAOV3	-3.9525	4	8	2	4
DEXAMETHASONE	TEMOZOLOMIDE	CAOV3	-5.5075	1	8	3	4
DINACICLIB	MK-8776	CAOV3	-5.9	8	9	5	4
DOXORUBICIN	GELDANAMYCIN	CAOV3	-3.715	5	0	3	4
DOXORUBICIN	L778123	CAOV3	-11.645	0	0	5	4
DOXORUBICIN	SORAFENIB	CAOV3	-4.425	6	0	1	4
DOXORUBICIN	ZOLINZA	CAOV3	-3.6975	4	0	7	4
ERLOTINIB	OXALIPLATIN	CAOV3	-10.21	6	1	7	4
GEMCITABINE	BEZ-235	CAOV3	-9.395	2	4	3	4
GEMCITABINE	DASATINIB	CAOV3	-3.865	9	4	7	4
GEMCITABINE	DINACICLIB	CAOV3	-6.26	6	4	9	4
GEMCITABINE	ERLOTINIB	CAOV3	-5.6775	2	4	1	4
GEMCITABINE	GELDANAMYCIN	CAOV3	-3.655	5	4	3	4
GEMCITABINE	LAPATINIB	CAOV3	-3.6725	8	4	6	4
GEMCITABINE	SORAFENIB	CAOV3	-7.845000000000001	9	4	1	4
L778123	AZD1775	CAOV3	-6.22125	3	5	2	4
L778123	ETOPOSIDE	CAOV3	-4.795	7	5	2	4
L778123	MK-4827	CAOV3	-11.525	6	5	2	4
L778123	MK-8669	CAOV3	-3.72875	8	5	4	4
L778123	MK-8776	CAOV3	-5.0925	5	5	5	4
L778123	OXALIPLATIN	CAOV3	-6.655	8	5	7	4
L778123	VINORELBINE	CAOV3	-3.57	5	5	6	4
L778123	ZOLINZA	CAOV3	-5.2475000000000005	3	5	7	4
LAPATINIB	OXALIPLATIN	CAOV3	-7.8275	9	6	7	4
METFORMIN	MK-2206	CAOV3	-3.8675	0	7	0	4
METFORMIN	TEMOZOLOMIDE	CAOV3	-6.33	6	7	3	4
METHOTREXATE	AZD1775	CAOV3	-5.202500000000001	7	8	2	4
METHOTREXATE	BEZ-235	CAOV3	-10.145	6	8	3	4
METHOTREXATE	DASATINIB	CAOV3	-8.29	7	8	7	4
METHOTREXATE	ERLOTINIB	CAOV3	-11.255	3	8	1	4
METHOTREXATE	L778123	CAOV3	-8.075	1	8	5	4
METHOTREXATE	LAPATINIB	CAOV3	-5.44	2	8	6	4
METHOTREXATE	MK-8669	CAOV3	-6.4350000000000005	0	8	4	4
METHOTREXATE	PD325901	CAOV3	-3.495	2	8	9	4
METHOTREXATE	SUNITINIB	CAOV3	-6.1525	8	8	2	4
METHOTREXATE	ZOLINZA	CAOV3	-5.905	1	8	7	4
MITOMYCINE	ERLOTINIB	CAOV3	-14.8075	1	9	1	4
MITOMYCINE	L778123	CAOV3	-19.5375	7	9	5	4
MITOMYCINE	SORAFENIB	CAOV3	-46.6075	1	9	1	4
MK-4827	ABT-888	CAOV3	-9.47	3	2	1	4
MK-4827	BEZ-235	CAOV3	-4.7675	4	2	3	4
MK-4827	DASATINIB	CAOV3	-3.56	4	2	7	4
MK-4827	GELDANAMYCIN	CAOV3	-5.9675	7	2	3	4
MK-4827	MK-8669	CAOV3	-6.7375	5	2	4	4
MK-8669	OXALIPLATIN	CAOV3	-6.915	8	4	7	4
OXALIPLATIN	SORAFENIB	CAOV3	-3.38	3	7	1	4
PACLITAXEL	BEZ-235	CAOV3	-8.5425	0	8	3	4
PACLITAXEL	L778123	CAOV3	-3.9275	9	8	5	4
PACLITAXEL	MK-8669	CAOV3	-4.7825	2	8	4	4
PACLITAXEL	ZOLINZA	CAOV3	-10.2925	4	8	7	4
TEMOZOLOMIDE	OXALIPLATIN	CAOV3	-6.932500000000001	4	3	7	4
VINBLASTINE	ABT-888	CAOV3	-4.45	6	5	1	4
VINBLASTINE	BEZ-235	CAOV3	-3.9625	8	5	3	4
VINBLASTINE	DASATINIB	CAOV3	-4.262499999999999	1	5	7	4
VINBLASTINE	DINACICLIB	CAOV3	-3.4125	2	5	9	4
VINBLASTINE	MK-4827	CAOV3	-4.725	2	5	2	4
VINBLASTINE	MK-8669	CAOV3	-3.91	7	5	4	4
VINBLASTINE	TEMOZOLOMIDE	CAOV3	-7.487500000000001	3	5	3	4
VINBLASTINE	ZOLINZA	CAOV3	-9.0175	0	5	7	4
VINORELBINE	BEZ-235	CAOV3	-6.6850000000000005	0	6	3	4
VINORELBINE	DASATINIB	CAOV3	-4.8075	2	6	7	4
VINORELBINE	MK-4827	CAOV3	-4.115	9	6	2	4
VINORELBINE	MK-8669	CAOV3	-8.285	0	6	4	4
VINORELBINE	MK-8776	CAOV3	-4.3125	1	6	5	4
VINORELBINE	ZOLINZA	CAOV3	-8.4875	4	6	7	4
ZOLINZA	GEMCITABINE	CAOV3	-16.4075	1	7	4	4
ZOLINZA	MK-4827	CAOV3	-7.314999999999999	5	7	2	4
5-FU	AZD1775	COLO320DM	4.465	7	0	2	5
5-FU	BORTEZOMIB	COLO320DM	7.505000000000001	8	0	4	5
5-FU	DASATINIB	COLO320DM	5.2925	2	0	7	5
5-FU	SUNITINIB	COLO320DM	6.657500000000001	3	0	2	5
ABT-888	BEZ-235	COLO320DM	10.265	4	1	3	5
ABT-888	MK-8776	COLO320DM	10.3975	4	1	5	5
ABT-888	SN-38	COLO320DM	6.6525	0	1	0	5
AZD1775	ABT-888	COLO320DM	4.35	9	2	1	5
AZD1775	BEZ-235	COLO320DM	5.05125	9	2	3	5
AZD1775	BORTEZOMIB	COLO320DM	13.085	6	2	4	5
AZD1775	DASATINIB	COLO320DM	6.154999999999999	3	2	7	5
AZD1775	DINACICLIB	COLO320DM	5.595000000000001	8	2	9	5
AZD1775	ERLOTINIB	COLO320DM	4.6425	1	2	1	5
AZD1775	GELDANAMYCIN	COLO320DM	9.02	7	2	3	5
AZD1775	LAPATINIB	COLO320DM	11.2475	4	2	6	5
AZD1775	MK-2206	COLO320DM	8.39	3	2	0	5
AZD1775	MK-4827	COLO320DM	6.1075	1	2	2	5
AZD1775	MK-5108	COLO320DM	7.755	8	2	3	5
AZD1775	MK-8669	COLO320DM	9.1875	2	2	4	5
AZD1775	MK-8776	COLO320DM	17.83875	9	2	5	5
AZD1775	OXALIPLATIN	COLO320DM	5.355	1	2	7	5
AZD1775	PD325901	COLO320DM	7.465	4	2	9	5
AZD1775	SN-38	COLO320DM	8.549999999999999	2	2	0	5
BEZ-235	DINACICLIB	COLO320DM	10.447500000000002	2	3	9	5
BEZ-235	MK-8776	COLO320DM	8.629999999999999	3	3	5	5
BEZ-235	OXALIPLATIN	COLO320DM	7.1125	0	3	7	5
BEZ-235	SN-38	COLO320DM	10.5575	3	3	0	5
BEZ-235	SORAFENIB	COLO320DM	4.27	6	3	1	5
BORTEZOMIB	ABT-888	COLO320DM	9.004999999999999	0	4	1	5
BORTEZOMIB	BEZ-235	COLO320DM	14.595	7	4	3	5
BORTEZOMIB	DASATINIB	COLO320DM	14.26	2	4	7	5
BORTEZOMIB	DINACICLIB	COLO320DM	9.39	5	4	9	5
BORTEZOMIB	GELDANAMYCIN	COLO320DM	17.9	2	4	3	5
BORTEZOMIB	MK-8669	COLO320DM	11.9625	3	4	4	5
BORTEZOMIB	MK-8776	COLO320DM	12.864999999999998	8	4	5	5
BORTEZOMIB	OXALIPLATIN	COLO320DM	14.989999999999998	0	4	7	5
BORTEZOMIB	SN-38	COLO320DM	13.675	0	4	0	5
BORTEZOMIB	SORAFENIB	COLO320DM	4.285	4	4	1	5
BORTEZOMIB	TOPOTECAN	COLO320DM	9.2225	7	4	4	5
CARBOPLATIN	ABT-888	COLO320DM	12.0375	3	5	1	5
CARBOPLATIN	AZD1775	COLO320DM	9.95	6	5	2	5
CARBOPLATIN	BEZ-235	COLO320DM	13.1075	8	5	3	5
CARBOPLATIN	BORTEZOMIB	COLO320DM	18.4725	4	5	4	5
CARBOPLATIN	DASATINIB	COLO320DM	7.1275	8	5	7	5
CARBOPLATIN	ERLOTINIB	COLO320DM	5.6975	9	5	1	5
CARBOPLATIN	GELDANAMYCIN	COLO320DM	9.95	4	5	3	5
CARBOPLATIN	LAPATINIB	COLO320DM	6.4475	7	5	6	5
CARBOPLATIN	MK-2206	COLO320DM	4.119999999999999	0	5	0	5
CARBOPLATIN	MK-4827	COLO320DM	10.9525	4	5	2	5
CARBOPLATIN	MK-5108	COLO320DM	4.3825	3	5	3	5
CARBOPLATIN	MK-8669	COLO320DM	12.8825	5	5	4	5
CARBOPLATIN	MK-8776	COLO320DM	14.52	6	5	5	5
CARBOPLATIN	PD325901	COLO320DM	6.175000000000001	8	5	9	5
CARBOPLATIN	SUNITINIB	COLO320DM	9.81	7	5	2	5
CARBOPLATIN	ZOLINZA	COLO320DM	4.8475	2	5	7	5
CYCLOPHOSPHAMIDE	ABT-888	COLO320DM	9.6475	0	6	1	5
CYCLOPHOSPHAMIDE	AZD1775	COLO320DM	13.2525	6	6	2	5
CYCLOPHOSPHAMIDE	BEZ-235	COLO320DM	12.7975	4	6	3	5
CYCLOPHOSPHAMIDE	BORTEZOMIB	COLO320DM	20.4875	7	6	4	5
CYCLOPHOSPHAMIDE	DASATINIB	COLO320DM	8.33	2	6	7	5
CYCLOPHOSPHAMIDE	DINACICLIB	COLO320DM	6.13	6	6	9	5
CYCLOPHOSPHAMIDE	ERLOTINIB	COLO320DM	4.3125	2	6	1	5
CYCLOPHOSPHAMIDE	GELDANAMYCIN	COLO320DM	5.285	7	6	3	5
CYCLOPHOSPHAMIDE	L778123	COLO320DM	8.4575	7	6	5	5
CYCLOPHOSPHAMIDE	LAPATINIB	COLO320DM	7.1225000000000005	4	6	6	5
CYCLOPHOSPHAMIDE	MK-2206	COLO320DM	9.2875	9	6	0	5
CYCLOPHOSPHAMIDE	MK-4827	COLO320DM	10.8475	3	6	2	5
CYCLOPHOSPHAMIDE	MK-5108	COLO320DM	10.1425	0	6	3	5
CYCLOPHOSPHAMIDE	MK-8669	COLO320DM	9.6	8	6	4	5
CYCLOPHOSPHAMIDE	MK-8776	COLO320DM	11.6225	8	6	5	5
CYCLOPHOSPHAMIDE	SUNITINIB	COLO320DM	14.7925	6	6	2	5
CYCLOPHOSPHAMIDE	ZOLINZA	COLO320DM	9.6575	8	6	7	5
DASATINIB	ABT-888	COLO320DM	7.8725	4	7	1	5
DASATINIB	BEZ-235	COLO320DM	12.31	5	7	3	5
DASATINIB	DINACICLIB	COLO320DM	6.9175	9	7	9	5
DASATINIB	MK-8669	COLO320DM	9.27	5	7	4	5
DASATINIB	MK-8776	COLO320DM	4.80625	1	7	5	5
DASATINIB	SN-38	COLO320DM	7.7125	5	7	0	5
DEXAMETHASONE	ABT-888	COLO320DM	4.0025	8	8	1	5
DEXAMETHASONE	AZD1775	COLO320DM	12.11	9	8	2	5
DEXAMETHASONE	BEZ-235	COLO320DM	11.55	1	8	3	5
DEXAMETHASONE	BORTEZOMIB	COLO320DM	17.6975	0	8	4	5
DEXAMETHASONE	DASATINIB	COLO320DM	5.327500000000001	7	8	7	5
DEXAMETHASONE	DINACICLIB	COLO320DM	5.61	6	8	9	5
DEXAMETHASONE	ERLOTINIB	COLO320DM	3.8025	6	8	1	5
DEXAMETHASONE	GELDANAMYCIN	COLO320DM	4.6975	8	8	3	5
DEXAMETHASONE	L778123	COLO320DM	6.2775	9	8	5	5
DEXAMETHASONE	LAPATINIB	COLO320DM	5.6275	0	8	6	5
DEXAMETHASONE	MK-2206	COLO320DM	11.2975	2	8	0	5
DEXAMETHASONE	MK-4827	COLO320DM	9.9125	1	8	2	5
DEXAMETHASONE	MK-5108	COLO320DM	9.285	4	8	3	5
DEXAMETHASONE	MK-8669	COLO320DM	9.6525	5	8	4	5
DEXAMETHASONE	MK-8776	COLO320DM	13.4975	3	8	5	5
DEXAMETHASONE	SUNITINIB	COLO320DM	12.125	8	8	2	5
DEXAMETHASONE	TEMOZOLOMIDE	COLO320DM	3.825	5	8	3	5
DEXAMETHASONE	ZOLINZA	COLO320DM	11.555	2	8	7	5
DINACICLIB	MK-8776	COLO320DM	9.565	6	9	5	5
DOXORUBICIN	AZD1775	COLO320DM	9.8775	4	0	2	5
DOXORUBICIN	BEZ-235	COLO320DM	5.0425	3	0	3	5
DOXORUBICIN	BORTEZOMIB	COLO320DM	8.425	8	0	4	5
DOXORUBICIN	DASATINIB	COLO320DM	14.235	2	0	7	5
DOXORUBICIN	DINACICLIB	COLO320DM	5.5525	2	0	9	5
DOXORUBICIN	GELDANAMYCIN	COLO320DM	4.65	9	0	3	5
DOXORUBICIN	LAPATINIB	COLO320DM	4.9275	8	0	6	5
DOXORUBICIN	MK-8669	COLO320DM	7.325	5	0	4	5
DOXORUBICIN	MK-8776	COLO320DM	9.255	5	0	5	5
DOXORUBICIN	ZOLINZA	COLO320DM	5.765000000000001	6	0	7	5
ERLOTINIB	BEZ-235	COLO320DM	6.387499999999999	0	1	3	5
ERLOTINIB	BORTEZOMIB	COLO320DM	11.205000000000002	0	1	4	5
ERLOTINIB	DASATINIB	COLO320DM	8.225	3	1	7	5
ERLOTINIB	DINACICLIB	COLO320DM	15.925	6	1	9	5
ERLOTINIB	GELDANAMYCIN	COLO320DM	3.9725	1	1	3	5
ERLOTINIB	MK-8669	COLO320DM	7.584999999999999	2	1	4	5
ERLOTINIB	MK-8776	COLO320DM	13.165	3	1	5	5
ERLOTINIB	SN-38	COLO320DM	4.9525	0	1	0	5
ETOPOSIDE	AZD1775	COLO320DM	10.61	4	2	2	5
ETOPOSIDE	BEZ-235	COLO320DM	5.5375	0	2	3	5
ETOPOSIDE	BORTEZOMIB	COLO320DM	16.6375	4	2	4	5
ETOPOSIDE	DASATINIB	COLO320DM	4.545	0	2	7	5
ETOPOSIDE	ERLOTINIB	COLO320DM	4.9125000000000005	6	2	1	5
ETOPOSIDE	LAPATINIB	COLO320DM	9.2125	2	2	6	5
ETOPOSIDE	MK-2206	COLO320DM	8.68	4	2	0	5
ETOPOSIDE	MK-4827	COLO320DM	6.282500000000001	1	2	2	5
ETOPOSIDE	MK-8669	COLO320DM	7.035	9	2	4	5
ETOPOSIDE	MK-8776	COLO320DM	12.295	4	2	5	5
ETOPOSIDE	SUNITINIB	COLO320DM	7.6925	3	2	2	5
ETOPOSIDE	ZOLINZA	COLO320DM	4.125	2	2	7	5
GELDANAMYCIN	BEZ-235	COLO320DM	12.1175	5	3	3	5
GELDANAMYCIN	DINACICLIB	COLO320DM	4.255	1	3	9	5
GELDANAMYCIN	MK-8776	COLO320DM	12.67	1	3	5	5
GELDANAMYCIN	TOPOTECAN	COLO320DM	3.9725	8	3	4	5
GEMCITABINE	BORTEZOMIB	COLO320DM	7.165	9	4	4	5
GEMCITABINE	DASATINIB	COLO320DM	10.28	1	4	7	5
GEMCITABINE	GELDANAMYCIN	COLO320DM	6.385	5	4	3	5
GEMCITABINE	MK-2206	COLO320DM	3.69	9	4	0	5
GEMCITABINE	MK-8669	COLO320DM	6.2525	5	4	4	5
GEMCITABINE	MK-8776	COLO320DM	6.486249999999999	5	4	5	5
GEMCITABINE	PD325901	COLO320DM	9.675	2	4	9	5
L778123	BEZ-235	COLO320DM	9.8725	7	5	3	5
L778123	BORTEZOMIB	COLO320DM	5.682499999999999	8	5	4	5
L778123	DASATINIB	COLO320DM	6.4175	4	5	7	5
L778123	DINACICLIB	COLO320DM	3.8975	2	5	9	5
L778123	ERLOTINIB	COLO320DM	3.735	0	5	1	5
L778123	GELDANAMYCIN	COLO320DM	6.8025	3	5	3	5
L778123	LAPATINIB	COLO320DM	5.745	6	5	6	5
L778123	MK-2206	COLO320DM	6.33	3	5	0	5
L778123	MK-4827	COLO320DM	6.2875	9	5	2	5
L778123	MK-8776	COLO320DM	8.692499999999999	0	5	5	5
L778123	SUNITINIB	COLO320DM	8.52	9	5	2	5
L778123	TOPOTECAN	COLO320DM	4.4125	6	5	4	5
L778123	VINORELBINE	COLO320DM	7.195	1	5	6	5
LAPATINIB	BEZ-235	COLO320DM	8.0975	6	6	3	5
LAPATINIB	BORTEZOMIB	COLO320DM	19.42	7	6	4	5
LAPATINIB	DASATINIB	COLO320DM	6.0175	5	6	7	5
LAPATINIB	DINACICLIB	COLO320DM	14.27	3	6	9	5
LAPATINIB	GELDANAMYCIN	COLO320DM	13.25	8	6	3	5
LAPATINIB	MK-4827	COLO320DM	4.327500000000001	2	6	2	5
LAPATINIB	MK-5108	COLO320DM	5.4275	9	6	3	5
LAPATINIB	MK-8669	COLO320DM	12.63	6	6	4	5
LAPATINIB	MK-8776	COLO320DM	11.79	0	6	5	5
LAPATINIB	SN-38	COLO320DM	6.565	4	6	0	5
METFORMIN	AZD1775	COLO320DM	6.1075	2	7	2	5
METFORMIN	BEZ-235	COLO320DM	6.41	8	7	3	5
METFORMIN	BORTEZOMIB	COLO320DM	4.67	8	7	4	5
METFORMIN	DASATINIB	COLO320DM	7.252499999999999	8	7	7	5
METFORMIN	LAPATINIB	COLO320DM	8.1075	0	7	6	5
METFORMIN	MK-2206	COLO320DM	6.645	0	7	0	5
METFORMIN	MK-4827	COLO320DM	10.0	1	7	2	5
METFORMIN	MK-5108	COLO320DM	4.67	5	7	3	5
METFORMIN	MK-8669	COLO320DM	8.155000000000001	0	7	4	5
METFORMIN	MK-8776	COLO320DM	9.2425	9	7	5	5
METFORMIN	SUNITINIB	COLO320DM	10.27	1	7	2	5
METFORMIN	ZOLINZA	COLO320DM	6.357499999999999	8	7	7	5
METHOTREXATE	MK-2206	COLO320DM	5.0025	6	8	0	5
MITOMYCINE	ABT-888	COLO320DM	6.09	0	9	1	5
MITOMYCINE	AZD1775	COLO320DM	9.11	0	9	2	5
MITOMYCINE	BEZ-235	COLO320DM	7.8625	7	9	3	5
MITOMYCINE	BORTEZOMIB	COLO320DM	14.232499999999998	1	9	4	5
MITOMYCINE	DASATINIB	COLO320DM	10.9275	4	9	7	5
MITOMYCINE	DINACICLIB	COLO320DM	4.7575	3	9	9	5
MITOMYCINE	GELDANAMYCIN	COLO320DM	10.8275	1	9	3	5
MITOMYCINE	LAPATINIB	COLO320DM	5.9975000000000005	1	9	6	5
MITOMYCINE	MK-2206	COLO320DM	7.4625	5	9	0	5
MITOMYCINE	MK-4827	COLO320DM	6.4375	9	9	2	5
MITOMYCINE	MK-8669	COLO320DM	11.395	9	9	4	5
MITOMYCINE	MK-8776	COLO320DM	5.97875	9	9	5	5
MITOMYCINE	PD325901	COLO320DM	5.05	8	9	9	5
MITOMYCINE	SUNITINIB	COLO320DM	7.4125	1	9	2	5
MK-2206	ABT-888	COLO320DM	7.2625	4	0	1	5
MK-2206	BEZ-235	COLO320DM	9.2375	1	0	3	5
MK-2206	BORTEZOMIB	COLO320DM	7.5525	3	0	4	5
MK-2206	DASATINIB	COLO320DM	10.9325	4	0	7	5
MK-2206	DINACICLIB	COLO320DM	4.0675	7	0	9	5
MK-2206	GELDANAMYCIN	COLO320DM	5.195	1	0	3	5
